race_id,馬,騎手,馬番,走破時間,オッズ,通過順,着順,体重,体重変化,性,齢,斤量,上がり,人気,レース名,日付,開催,クラス,芝・ダート,距離,回り,馬場,天気,場id,場名
202401010101,ポッドベイダー,佐々木大,5,1:08.8,1.2,1-1,1,462,-2,牡,2,55,33.9,1,2歳未勝利,2024年7月20日,1回札幌1日目,2歳未勝利,芝,1200,右,良,晴,0,札幌
202401010101,ニシノクードクール,武藤雅,2,1:09.1,10.2,2-2,2,452,-2,牝,2,55,34.1,4,2歳未勝利,2024年7月20日,1回札幌1日目,2歳未勝利,芝,1200,右,良,晴,0,札幌
202401010101,ロードヴェルト,横山武史,3,1:09.4,7.9,3-3,3,416,6,牡,2,55,34.0,3,2歳未勝利,2024年7月20日,1回札幌1日目,2歳未勝利,芝,1200,右,良,晴,0,札幌
202401010101,ルージュアマリア,永野猛蔵,1,1:10.0,5.9,5-5,4,410,6,牝,2,55,34.4,2,2歳未勝利,2024年7月20日,1回札幌1日目,2歳未勝利,芝,1200,右,良,晴,0,札幌
202401010101,ロードヴァルカン,角田大河,4,1:10.1,21.3,3-3,5,438,-2,牡,2,54,34.7,5,2歳未勝利,2024年7月20日,1回札幌1日目,2歳未勝利,芝,1200,右,良,晴,0,札幌
202401010102,タミゼ,北村友一,2,0:59.5,3.9,3-3,1,474,-2,牝,3,55,35.5,2,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,タマモアルタイル,武豊,6,1:00.0,9.4,5-3,2,494,4,牡,3,57,35.9,6,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,ウィスピースノー,角田大河,8,1:00.1,44.4,8-8,3,434,0,牝,3,54,35.3,9,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,スキーサンダー,小林勝太,7,1:00.1,3.9,2-2,4,474,-2,牝,3,52,36.2,1,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,ゴールドタリスマン,武藤雅,10,1:00.2,90.0,6-6,5,424,8,牝,3,55,35.8,10,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,コパマエチャン,長浜鴻緒,3,1:00.2,16.0,1-1,6,476,0,牝,3,52,36.4,8,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,スリーボビー,永野猛蔵,4,1:00.2,14.1,9-9,7,482,-4,牡,3,57,35.1,7,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,メトゥス,佐々木大,12,1:00.4,6.1,6-6,8,458,6,牡,3,57,36.0,4,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,ブートストラップ,川端海翼,9,1:01.1,167.0,12-12,9,486,-6,セ,3,54,35.6,11,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,クミンフレイバー,鮫島克駿,11,1:01.2,8.2,3-3,10,438,4,牝,3,55,37.2,5,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,ロマンスヒコー,大野拓弥,1,1:01.4,172.5,9-9,11,444,-8,牡,3,57,36.3,12,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010102,タイセイフォルテ,横山武史,5,1:01.8,5.7,11-11,12,486,0,牡,3,57,36.5,3,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1000,右,良,晴,0,札幌
202401010103,メイショウソムリエ,武豊,4,1:46.9,3.6,3-3-3-2,1,522,14,牡,3,57,38.5,2,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,リアルペガサス,菱田裕二,7,1:47.6,10.0,10-10-8-7,2,456,0,牡,3,57,38.6,6,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,クラウンクーロン,丹内祐次,6,1:47.8,6.8,1-1-1-1,3,442,-6,牡,3,57,39.7,4,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,エナアニマル,横山和生,3,1:47.8,9.7,12-12-10-9,4,450,8,牡,3,57,38.5,5,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,ハテナビト,長浜鴻緒,1,1:48.1,31.9,6-6-6-5,5,462,-4,牡,3,54,39.2,7,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,ポップスター,武藤雅,9,1:48.3,214.5,14-14-14-14,6,510,-10,牡,3,57,38.1,12,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,ナムラミック,鮫島克駿,14,1:48.7,106.0,8-9-6-7,7,484,4,牡,3,57,39.9,10,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,ニースライト,柴田善臣,5,1:48.7,80.5,10-10-10-10,8,472,-4,牝,3,55,39.3,9,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,ワカミヤノミコト,小林勝太,2,1:48.8,257.8,12-13-13-11,9,472,0,牡,3,54,39.0,13,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,スターゲット,横山武史,8,1:49.3,2.5,2-2-2-2,10,458,0,牡,3,57,41.1,1,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,プラチナバンド,永野猛蔵,11,1:49.4,59.8,3-3-5-5,11,506,-2,牡,3,57,40.9,8,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,クリノアイリス,古川吉洋,13,1:49.5,333.6,9-8-10-12,12,444,-12,牝,3,55,40.2,14,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,アオレレ,佐々木大,10,1:50.2,140.2,6-6-9-12,13,430,-2,牡,3,57,41.1,11,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010103,ミッキースターダム,浜中俊,12,1:50.4,6.8,3-5-3-4,14,450,-6,牡,3,57,42.0,3,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,ダ,1700,右,良,晴,0,札幌
202401010104,アリーバ,浜中俊,8,1:28.6,5.0,10-10-4,1,424,6,牝,3,55,34.4,4,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,カーモス,長浜鴻緒,4,1:28.6,40.4,2-2-2,2,428,2,牝,3,52,34.9,11,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,ユメカウツツカ,小林勝太,10,1:28.7,28.2,11-13-7,3,392,10,牝,3,52,34.3,9,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,アウストラリス,角田大河,5,1:28.9,22.8,5-4-4,4,422,-4,牝,3,54,35.1,8,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,ツキガキレイデスネ,永野猛蔵,6,1:29.0,18.2,11-11-12,5,456,4,牝,3,55,34.7,7,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,ディアアリーチェ,鮫島克駿,14,1:29.1,4.3,5-7-10,6,450,-4,牝,3,55,35.0,1,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,タイプフェイス,大野拓弥,7,1:29.1,39.3,13-11-12,7,442,8,牝,3,55,34.8,10,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,カウネウス,丹内祐次,9,1:29.1,18.2,14-14-12,8,446,2,牝,3,55,34.5,6,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,セントオブシン,亀田温心,11,1:29.2,53.5,8-7-7,9,426,-4,牝,3,55,35.2,12,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,ラーリア,横山武史,13,1:29.2,4.8,4-4-4,10,396,-6,牝,3,55,35.4,3,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,チャルドーニ,富田暁,2,1:29.3,4.4,2-2-2,11,464,-2,牝,3,55,35.7,2,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,ウーロン,横山和生,12,1:29.8,8.5,1-1-1,12,480,10,牝,3,55,36.3,5,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,シャイニーマンボ,川端海翼,3,1:29.9,166.7,8-7-10,13,470,22,牝,3,52,35.9,14,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010104,アオイフォール,小林凌大,1,1:31.1,104.7,5-4-7,14,454,-4,牝,3,55,37.3,13,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1500,右,良,晴,0,札幌
202401010105,ナチュラルライズ,横山武史,4,1:45.7,3.0,4-4-4-2,1,476,0,牡,2,55,36.9,1,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,ベルベルコンパス,北村友一,10,1:46.7,5.3,1-1-1-1,2,522,0,牡,2,55,38.3,3,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,ジーティートゥルー,大野拓弥,1,1:49.0,21.5,9-10-10-7,3,452,0,牡,2,55,39.0,8,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,ソラノキャンバス,長浜鴻緒,2,1:49.0,46.3,11-11-10-8,4,430,0,牡,2,52,39.0,10,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,アローオブライト,藤岡佑介,5,1:49.3,14.4,14-14-12-10,5,468,0,牡,2,55,39.1,7,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,モレポブラーノ,鮫島克駿,6,1:49.5,9.2,2-2-2-3,6,516,0,牡,2,55,41.0,5,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,ハヤテノツバサ,永野猛蔵,9,1:49.9,11.6,7-6-7-6,7,496,0,牡,2,55,40.6,6,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,ヴァカンツァ,角田大河,7,1:50.3,66.7,9-8-5-5,8,480,0,牝,2,54,41.3,12,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,イフウドウドウ,武豊,13,1:50.5,5.3,2-2-2-4,9,516,0,牡,2,55,41.9,2,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,プライベートアイズ,横山和生,11,1:50.9,7.4,6-4-5-8,10,496,0,牡,2,55,41.8,4,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,コパノキュラソー,古川吉洋,12,1:51.0,136.6,8-8-8-10,11,508,0,牡,2,55,41.4,14,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,キタノチャンス,黛弘人,14,1:52.6,133.0,13-12-12-12,12,472,0,牝,2,55,42.4,13,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,ガストフロント,武藤雅,8,1:53.4,51.3,4-6-9-13,13,442,0,牡,2,55,43.5,11,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010105,ガイラルディア,池添謙一,3,1:55.5,36.4,12-13-14-14,14,456,0,牝,2,55,43.9,9,2歳新馬,2024年7月20日,1回札幌1日目,2歳新馬,ダ,1700,右,良,晴,0,札幌
202401010106,オメガインペリアル,藤岡佑介,12,1:48.7,2.3,2-3-4-5,1,460,4,牡,3,57,35.1,1,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,マイネルバーテクス,丹内祐次,1,1:49.0,4.9,7-7-6-7,2,484,-14,牡,3,57,35.2,2,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,サトノアライヴ,佐々木大,5,1:49.1,32.6,13-14-10-7,3,436,0,牡,3,57,35.1,9,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,モズイージス,岩田康誠,2,1:49.3,10.1,4-5-6-7,4,462,-2,牡,3,57,35.6,4,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,マリエッティ,川端海翼,9,1:49.4,14.1,4-3-2-1,5,424,8,牝,3,52,36.1,7,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,テイクノーティス,横山和生,6,1:49.5,10.4,13-12-6-5,6,446,6,牡,3,57,35.8,5,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,ゴールデンスロープ,長浜鴻緒,14,1:49.5,59.2,2-2-2-2,7,428,-2,牡,3,54,36.2,10,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,キングブルー,菱田裕二,7,1:49.6,21.0,6-5-6-7,8,480,0,牡,3,57,35.8,8,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,グローリアミノル,大野拓弥,3,1:49.7,6.8,11-9-4-2,9,456,-4,牡,3,57,36.1,3,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,アイビーブリッツ,角田大河,10,1:50.0,10.9,9-9-10-11,10,444,0,牡,3,56,35.9,6,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,グランドフューチャ,小林勝太,8,1:50.6,152.9,7-7-10-11,11,470,0,牡,3,54,36.6,12,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,ライムストリート,古川吉洋,4,1:50.8,312.1,11-12-14-14,12,474,-12,牡,3,57,36.4,14,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,ダンツタロン,柴田善臣,13,1:51.4,143.7,1-1-1-2,13,482,-4,牡,3,57,38.1,11,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010106,クリノタンザナイト,亀田温心,11,1:51.5,244.8,10-9-10-13,14,458,2,牡,3,57,37.5,13,3歳未勝利,2024年7月20日,1回札幌1日目,3歳未勝利,芝,1800,右,良,晴,0,札幌
202401010107,バシレウスシチー,菱田裕二,3,1:08.7,5.2,5-4,1,446,-6,牡,5,58,34.6,4,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,ハレアカラフラ,武豊,8,1:08.8,4.8,1-1,2,478,20,牝,4,56,35.3,3,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,ソングフォーユー,大野拓弥,4,1:09.0,17.4,3-4,3,462,2,牝,5,56,35.2,6,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,アポロルタ,小林勝太,10,1:09.1,29.2,10-11,4,450,-2,牝,5,53,34.6,10,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,シアター,鮫島克駿,6,1:09.1,3.5,7-6,5,432,0,牝,3,53,34.8,1,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,ゴルデールスカー,池添謙一,2,1:09.2,104.4,11-9,6,468,-4,牡,4,58,34.6,11,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,セイウンサニー,永野猛蔵,7,1:09.2,18.4,7-6,7,448,-4,牝,3,53,34.9,7,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,サンポーニャ,長浜鴻緒,1,1:09.3,4.5,5-6,8,450,16,牝,4,53,35.2,2,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,ペプチドシュチク,富田暁,5,1:09.3,9.1,2-2,9,488,4,牡,3,55,35.6,5,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,シルバーダイヤ,角田大河,11,1:09.4,21.3,3-2,10,454,-4,牝,4,55,35.6,8,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010107,セイウンティーダ,丹内祐次,9,1:09.6,22.8,7-9,11,430,14,牝,3,53,35.2,9,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1200,右,良,晴,0,札幌
202401010108,リフレクトザムーン,小林勝太,8,1:46.5,6.8,2-3-2-1,1,446,-12,牝,3,50,39.1,4,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,フェルンマンボ,横山武史,7,1:46.8,3.7,6-6-6-5,2,474,4,牝,5,56,39.0,3,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,イッツオンリーユー,佐々木大,6,1:46.9,3.5,4-4-4-4,3,474,0,牝,4,56,39.4,2,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,タマモプルメリア,角田大河,2,1:47.8,2.6,2-2-1-2,4,450,-4,牝,3,52,40.5,1,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,ドレミファニー,横山和生,5,1:48.3,18.8,7-7-4-2,5,512,12,牝,4,56,40.8,6,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,チョッピー,永野猛蔵,9,1:48.4,28.8,9-9-7-6,6,470,4,牝,5,56,40.5,7,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,シュライフェ,黛弘人,4,1:49.7,87.9,7-7-9-8,7,498,12,牝,4,56,41.3,9,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,ポマール,丹内祐次,1,1:50.2,39.6,1-1-2-7,8,452,4,牝,3,53,42.8,8,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010108,アイスリンディ,亀田温心,3,1:51.7,17.7,4-4-8-9,9,446,-8,牝,3,53,43.6,5,3歳以上1勝クラス,2024年7月20日,1回札幌1日目,3歳以上1勝クラス,ダ,1700,右,良,晴,0,札幌
202401010109,ミヤビブレイブ,横山和生,5,1:47.4,17.1,10-10-1-1,1,468,-4,牝,4,56,35.4,6,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,セイウンパシュート,永野猛蔵,8,1:47.6,5.0,5-5-5-6,2,470,-4,牡,4,58,35.1,3,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,アドミラルシップ,武豊,6,1:47.7,2.7,2-2-2-2,3,472,12,牡,3,55,35.6,1,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,マイバラード,丹内祐次,2,1:47.9,22.4,8-8-8-6,4,468,0,牡,4,58,35.2,7,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,スノーブリザード,鮫島克駿,9,1:48.2,49.0,1-1-3-3,5,494,-6,牡,3,55,36.0,8,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,バロックダンス,大野拓弥,1,1:48.2,81.2,5-7-8-8,6,472,3,牝,4,56,35.5,9,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,ユイノオトコヤマ,黛弘人,7,1:48.3,138.2,9-8-5-3,7,470,0,牡,4,58,35.8,10,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,ヴァルドルチャ,北村友一,3,1:48.9,7.8,5-5-8-9,8,446,0,牡,3,55,36.2,5,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,シルバーカレッジ,浜中俊,10,1:48.9,7.6,4-3-3-3,9,494,-6,牡,3,55,36.6,4,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010109,ブルーアイドガール,藤岡佑介,4,2:00.2,3.5,2-3-5-10,10,442,2,牝,3,53,47.7,2,北辰特別(1勝),2024年7月20日,1回札幌1日目,3歳以上1勝クラス,芝,1800,右,良,晴,0,札幌
202401010110,ナックイルシーブ,大野拓弥,3,1:59.6,18.2,6-5-5-4,1,516,0,牡,6,58,35.4,6,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,ブラックヴァール,横山和生,9,1:59.6,5.4,3-3-2-3,2,450,-6,牝,4,56,35.7,4,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,ギャンブルルーム,鮫島克駿,12,1:59.7,4.3,8-8-7-7,3,496,10,牡,3,55,35.2,2,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,ドラゴンヘッド,武藤雅,13,1:59.7,22.3,10-10-11-10,4,452,6,牡,4,58,34.9,7,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,シャドウソニック,北村友一,10,1:59.9,51.2,13-12-12-11,5,494,-14,牡,4,58,35.0,8,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,リミットバスター,横山武史,1,1:59.9,4.4,4-5-5-4,6,512,4,牡,4,58,35.7,3,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,マイノワール,武豊,2,2:00.0,3.1,11-11-10-8,7,478,-6,牡,3,55,35.3,1,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,ホウオウプレミア,岩田康誠,7,2:00.0,9.5,2-2-2-2,8,480,-8,牡,5,58,36.1,5,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,タイラーテソーロ,丹内祐次,8,2:00.2,102.9,12-13-13-13,9,474,0,牡,5,58,35.0,13,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,キングロコマイカイ,角田大河,11,2:00.6,63.4,9-8-7-8,10,508,14,牡,5,58,36.1,11,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,バンフィエルド,佐々木大,4,2:01.3,73.3,6-7-7-11,11,430,-4,牡,5,58,36.9,12,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,スプリングノヴァ,亀田温心,5,2:01.6,60.7,4-3-4-6,12,402,-4,牝,3,53,37.6,9,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010110,アナレンマ,菱田裕二,6,2:01.6,63.3,1-1-1-1,13,448,-4,セ,6,58,38.8,10,釧路湿原特別(2勝),2024年7月20日,1回札幌1日目,3歳以上2勝クラス,芝,2000,右,良,晴,0,札幌
202401010111,エイシンフェンサー,川又賢治,16,1:08.3,4.5,6-4,1,476,-4,牝,4,56,33.9,1,TVh賞(3勝),2024年7月20日,1回札幌1日目,3歳以上3勝クラス,芝,1200,右,良,晴,0,札幌
202401010111,マイネルレノン,丹内祐次,15,1:08.4,22.4,3-2,2,474,-12,牡,5,58,34.3,10,TVh賞(3勝),2024年7月20日,1回札幌1日目,3歳以上3勝クラス,芝,1200,右,良,晴,0,札幌
202401010111,ブッシュガーデン,富田暁,1,1:08.4,10.9,1-1,3,466,4,牝,5,56,34.5,7,TVh賞(3勝),2024年7月20日,1回札幌1日目,3歳以上3勝クラス,芝,1200,右,良,晴,0,札幌
202401010111,ラキエータ,武豊,14,1:08.5,16.3,8-7,4,426,-6,牝,5,56,33.9,8,TVh賞(3勝),2024年7月20日,1回札幌1日目,3歳以上3勝クラス,芝,1200,右,良,晴,0,札幌
202401010111,トーセンサンダー,大野拓弥,3,1:08.5,8.2,6-7,5,480,0,牡,5,58,34.0,4,TVh賞(3勝),2024年7月20日,1回札幌1日目,3歳以上3勝クラス,芝,1200,右,良,晴,0,札幌
202401010111,オードゥメール,藤岡佑介,11,1:08.5,9.2,8-9,6,480,-2,牝,5,56,33.8,5,TVh賞(3勝),2024年7月20日,1回札幌1日目,3歳以上3勝クラス,芝,1200,右,良,晴,0,札幌
